Instrument,Total Debt,Accounts Payable (CF),Inventories (CF),Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Tangible Book Value - Utility,"Total Assets, Reported",Total Current Liabilities,Year
909791,1152000.0,4297000.0,-9490000.0,21871000.0,-162529000.0,221014000.0,69812000.0,194257000.0,187377000.0,187377000.0,-9157000.0,187377000.0,163681000.0,370680000.0,8.80342,146655000.0,-11171000.0,187377000.0,264069000.0,69580000.0,2002
909791,0.0,-3135000.0,-4846000.0,4027000.0,-169154000.0,210789000.0,48138000.0,195281000.0,194042000.0,194042000.0,-17844000.0,194042000.0,169154000.0,222560000.0,8.64286,130680000.0,-24465000.0,194042000.0,243419000.0,47963000.0,2003
909791,9769000.0,-2374000.0,-4032000.0,-21355000.0,-147760000.0,198387000.0,50612000.0,171754000.0,170896000.0,170896000.0,-25382000.0,170896000.0,157529000.0,668520000.0,7.51363,68506000.0,-36506000.0,170896000.0,222366000.0,46227000.0,2004
909791,2564000.0,1010000.0,4635000.0,-13789000.0,-163338000.0,196785000.0,30009000.0,190739000.0,190263000.0,190263000.0,7566000.0,190263000.0,165902000.0,425820000.0,8.230739999999999,100121000.0,2972000.0,190263000.0,220748000.0,26284000.0,2005
909791,7900000.0,5858000.0,-10904000.0,-13167000.0,-143727000.0,201539000.0,37256000.0,193290000.0,193195000.0,193195000.0,624000.0,193195000.0,151627000.0,396490000.0,8.26014,109892000.0,-2429000.0,193195000.0,230546000.0,31918000.0,2006
909791,4289000.0,-5184000.0,-936000.0,-15510000.0,-136778000.0,190735000.0,33359000.0,188950000.0,188950000.0,188950000.0,-2343000.0,188950000.0,141067000.0,289420000.0,8.3451,122366000.0,-4875000.0,188950000.0,222309000.0,25554000.0,2007
909791,6974000.0,2037000.0,-12441000.0,-24478000.0,-71116000.0,139313000.0,41942000.0,174108000.0,174108000.0,174108000.0,-8968000.0,174108000.0,78090000.0,264970000.0,8.14696,119633000.0,-14371000.0,174108000.0,216050000.0,34362000.0,2008
909832,1314412000.0,187655000.0,-380158000.0,4628731000.0,628624000.0,4630539000.0,5926026000.0,5694237000.0,5694237000.0,5694237000.0,699983000.0,5694237000.0,805518000.0,12761200000.0,12.50587,38762499000.0,1131535000.0,5694237000.0,11620263000.0,4457317000.0,2003
909832,1344121000.0,226544000.0,-162759000.0,5349731000.0,-75201000.0,5711538000.0,6636708000.0,6554980000.0,6554980000.0,6554980000.0,721000000.0,6554980000.0,1545439000.0,17031370000.0,14.32848,42545552000.0,1156628000.0,6554980000.0,13191688000.0,5011107000.0,2004
909832,1320935000.0,211990000.0,-256438000.0,6139987000.0,-1749681000.0,7269099000.0,7467738000.0,7624810000.0,7624810000.0,7624810000.0,882393000.0,7624810000.0,3129882000.0,22627570000.0,16.481189999999998,48109907000.0,1385648000.0,7624810000.0,15092548000.0,6170550000.0,2005
909832,768256000.0,479067000.0,-315793000.0,6624154000.0,-2632987000.0,8238001000.0,7784096000.0,8881109000.0,8881109000.0,8881109000.0,1063092000.0,8881109000.0,3459857000.0,23407110000.0,18.79679,52952226000.0,1474303000.0,8881109000.0,16665205000.0,6760537000.0,2006
909832,565277000.0,282797000.0,-499194000.0,6041212000.0,-2204485000.0,8232082000.0,8351631000.0,9143439000.0,9143439000.0,9143439000.0,1103215000.0,9143439000.0,2833120000.0,23913830000.0,19.77905,60151227000.0,1625632000.0,9143439000.0,17495070000.0,7819191000.0,2007
909950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001
909950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
909950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
909950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
909950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
910521,449000.0,5951000.0,-2012000.0,41251000.0,-16240000.0,60580000.0,19352000.0,66532000.0,46591000.0,46591000.0,1626000.0,46591000.0,16689000.0,31230000.0,1.66557,91461000.0,2338000.0,46591000.0,85884000.0,19193000.0,2003
910521,39028000.0,-844000.0,1749000.0,33898000.0,40587000.0,44561000.0,57185000.0,65227000.0,-11046000.0,-11046000.0,-7353000.0,-11046000.0,3941000.0,198360000.0,-0.38917,99107000.0,3135000.0,-11046000.0,122412000.0,22108000.0,2004
910521,30287000.0,-1696000.0,-2266000.0,43052000.0,23625000.0,46242000.0,50502000.0,70524000.0,-48000.0,-48000.0,9154000.0,-48000.0,6662000.0,538300000.0,-0.00164,121055000.0,19183000.0,-48000.0,121026000.0,23439000.0,2005
910521,0.0,5304000.0,-14154000.0,68591000.0,-25854000.0,101071000.0,33824000.0,140996000.0,70677000.0,70677000.0,24927000.0,70677000.0,25854000.0,342630000.0,1.93375,214787000.0,42157000.0,70677000.0,174820000.0,31217000.0,2006
910521,0.0,-2018000.0,-7950000.0,97521000.0,-53249000.0,133893000.0,34025000.0,174640000.0,104631000.0,104631000.0,31147000.0,104631000.0,53249000.0,753090000.0,2.80542,264760000.0,51908000.0,104631000.0,208665000.0,29688000.0,2007
910619,71893000.0,-10318000.0,12682000.0,164322000.0,71893000.0,239350000.0,213968000.0,213130000.0,157274000.0,157274000.0,24919000.0,157274000.0,0.0,477150000.0,5.4928,937073000.0,42658000.0,157274000.0,427098000.0,175656000.0,2003
910619,106931000.0,10301000.0,-48632000.0,208837000.0,106931000.0,356130000.0,286790000.0,260627000.0,205373000.0,205373000.0,44515000.0,205373000.0,0.0,692440000.0,7.11344,1222689000.0,75927000.0,205373000.0,547417000.0,241889000.0,2004
910619,30000000.0,-13395000.0,53261000.0,231037000.0,16602000.0,281157000.0,192421000.0,286248000.0,230994000.0,230994000.0,22200000.0,230994000.0,13398000.0,589460000.0,7.89827,1158083000.0,37951000.0,230994000.0,478669000.0,159926000.0,2005
910619,36137000.0,14737000.0,-36080000.0,261868000.0,36137000.0,342850000.0,220622000.0,319616000.0,264362000.0,264362000.0,36705000.0,264362000.0,0.0,393110000.0,8.98402,1386269000.0,59667000.0,264362000.0,540238000.0,200943000.0,2006
910619,80050000.0,-5947000.0,-2771000.0,257431000.0,79464000.0,341516000.0,270735000.0,316732000.0,230780000.0,230780000.0,2648000.0,230780000.0,586000.0,421330000.0,7.8067,1236238000.0,7221000.0,230780000.0,587467000.0,214325000.0,2007
910638,34926000.0,2096000.0,-2655000.0,-6553000.0,28978000.0,69342000.0,86513000.0,78429000.0,12765000.0,12765000.0,-2357000.0,12765000.0,5948000.0,99120000.0,0.32402,118740000.0,-2316000.0,12765000.0,164942000.0,53334000.0,2003
910638,27040000.0,-2575000.0,7673000.0,-21419000.0,24761000.0,46272000.0,72367000.0,59866000.0,-7197000.0,-7197000.0,-14866000.0,-7197000.0,2279000.0,130970000.0,-0.18853,115961000.0,-2966000.0,-7197000.0,132233000.0,54880000.0,2004
910638,36794000.0,-3818000.0,4100000.0,-47442000.0,27497000.0,59172000.0,79557000.0,51908000.0,-20850000.0,-20850000.0,-26023000.0,-20850000.0,24507000.0,271510000.0,-0.53889,110015000.0,-14974000.0,-20850000.0,131465000.0,40349000.0,2005
910638,26629000.0,-413000.0,-559000.0,-44881000.0,15320000.0,63504000.0,63236000.0,68260000.0,-2295000.0,-2295000.0,3020000.0,-2295000.0,26505000.0,275110000.0,-0.0528,125610000.0,6062000.0,-2295000.0,131496000.0,35180000.0,2006
910638,26349000.0,4911000.0,-9508000.0,-35175000.0,17263000.0,83679000.0,68346000.0,85454000.0,15564000.0,15564000.0,9406000.0,15564000.0,24328000.0,304600000.0,0.33904,139078000.0,8415000.0,15564000.0,153800000.0,39870000.0,2007
910655,5927000.0,-15997000.0,12853000.0,59765000.0,5913000.0,97529000.0,47974000.0,94165000.0,94165000.0,94165000.0,-19922000.0,94165000.0,14000.0,99370000.0,9.57724,267920000.0,-26388000.0,94165000.0,142139000.0,41682000.0,2004
910655,19000.0,618000.0,20200000.0,51218000.0,-2040000.0,84559000.0,42459000.0,87783000.0,87783000.0,87783000.0,-8475000.0,87783000.0,2059000.0,99050000.0,8.61443,312548000.0,-10751000.0,87783000.0,130242000.0,34890000.0,2005
910655,13729000.0,2511000.0,-27279000.0,41764000.0,13718000.0,101492000.0,60943000.0,79290000.0,79290000.0,79290000.0,-9454000.0,79290000.0,11000.0,69170000.0,7.69648,436813000.0,5081000.0,79290000.0,140233000.0,52398000.0,2006
910655,14867000.0,3157000.0,10725000.0,21996000.0,14856000.0,87325000.0,67728000.0,59662000.0,59662000.0,59662000.0,-19768000.0,59662000.0,11000.0,38150000.0,5.77031,463610000.0,-18114000.0,59662000.0,127390000.0,61189000.0,2007
910655,31426000.0,19334000.0,-19648000.0,-2337000.0,31410000.0,96398000.0,99405000.0,36119000.0,36119000.0,36119000.0,-24333000.0,36119000.0,16000.0,670000.0,3.49331,397118000.0,-21332000.0,36119000.0,135524000.0,94004000.0,2008
911002,292000000.0,-786000.0,0.0,-304307000.0,271258000.0,52988000.0,333305000.0,-70233000.0,-72240000.0,-72240000.0,-6959000.0,-72240000.0,20742000.0,465280000.0,-3.97674,267754000.0,22421000.0,-72240000.0,263072000.0,39250000.0,2007
911002,270169000.0,3126000.0,0.0,-302466000.0,247374000.0,67488000.0,321331000.0,-58122000.0,-58812000.0,-58812000.0,1841000.0,-58812000.0,22795000.0,400600000.0,-3.08163,285770000.0,26705000.0,-58812000.0,263209000.0,47970000.0,2008
911002,624594000.0,6052000.0,0.0,-367638000.0,599025000.0,110508000.0,742065000.0,-48242000.0,-286065000.0,-286065000.0,-65172000.0,-286065000.0,25569000.0,15860000.0,-12.45397,474473000.0,-26431000.0,-286065000.0,693823000.0,102429000.0,2009
911002,588520000.0,-5454000.0,0.0,-416056000.0,577720000.0,83527000.0,718534000.0,-128748000.0,-343963000.0,-343963000.0,-48418000.0,-343963000.0,10800000.0,124630000.0,-15.176520000000002,533879000.0,-4073000.0,-343963000.0,589786000.0,94372000.0,2010
911002,469946000.0,-5713000.0,0.0,-426211000.0,452936000.0,77906000.0,579341000.0,-70987000.0,-277110000.0,-277110000.0,-10155000.0,-277110000.0,17011000.0,109380000.0,-12.29542,484492000.0,29447000.0,-277110000.0,508354000.0,82809000.0,2011
911149,10029000.0,-526000.0,321000.0,-94169000.0,8469000.0,6408000.0,13547000.0,-5794000.0,-5794000.0,-5794000.0,-10330000.0,-5794000.0,1560000.0,0.0,-0.4094,12211000.0,-9283000.0,-5794000.0,7753000.0,3547000.0,2004
911149,7883000.0,703000.0,1291000.0,-97837000.0,6805000.0,6303000.0,12220000.0,-5026000.0,-5026000.0,-5026000.0,-3668000.0,-5026000.0,1078000.0,0.0,-0.23769,11123000.0,-2661000.0,-5026000.0,7194000.0,4685000.0,2005
911149,6738000.0,-746000.0,1651000.0,-99885000.0,6572000.0,5446000.0,8798000.0,-2676000.0,-2676000.0,-2676000.0,-2048000.0,-2676000.0,166000.0,0.0,-0.10467,14602000.0,-1156000.0,-2676000.0,6121000.0,3710000.0,2006
911149,10076000.0,-99000.0,275000.0,-104988000.0,9999000.0,4101000.0,11602000.0,-7056000.0,-7056000.0,-7056000.0,-5103000.0,-7056000.0,77000.0,0.0,-0.26915,7069000.0,-3768000.0,-7056000.0,4546000.0,4289000.0,2007
911149,9640000.0,15000.0,7000.0,-108641000.0,9440000.0,5201000.0,11371000.0,-5815000.0,-5815000.0,-5815000.0,-3653000.0,-5815000.0,200000.0,0.0,-0.1586,12214000.0,-255000.0,-5815000.0,5556000.0,5865000.0,2008
911151,23049000.0,-447000.0,3442000.0,35964000.0,-6086000.0,68250000.0,57014000.0,42473000.0,17034000.0,17034000.0,4601000.0,17034000.0,29135000.0,76860000.0,2.98043,144316000.0,5748000.0,17034000.0,99487000.0,31630000.0,2003
911151,23049000.0,14645000.0,-5073000.0,38689000.0,-3784000.0,91820000.0,87308000.0,45946000.0,11447000.0,11447000.0,4225000.0,11447000.0,26833000.0,80360000.0,2.00245,206832000.0,10124000.0,11447000.0,133254000.0,62663000.0,2004
911151,23675000.0,-14518000.0,2294000.0,45138000.0,4384000.0,75507000.0,74664000.0,53666000.0,10521000.0,10521000.0,7949000.0,10521000.0,19291000.0,57590000.0,1.85068,219113000.0,11663000.0,10521000.0,128330000.0,46060000.0,2005
911151,25939000.0,82000.0,98000.0,28912000.0,21533000.0,75815000.0,84416000.0,48897000.0,3488000.0,3488000.0,-9684000.0,3488000.0,4406000.0,39270000.0,0.60563,236661000.0,-15613000.0,3488000.0,133313000.0,57881000.0,2006
911151,19914000.0,-10203000.0,7265000.0,-10960000.0,13599000.0,52032000.0,63382000.0,6414000.0,-7153000.0,-7153000.0,-39872000.0,-7153000.0,6315000.0,34510000.0,-1.23339,223397000.0,-31756000.0,-7153000.0,69796000.0,39512000.0,2007
911576,168302000.0,0.0,0.0,10120000.0,0.0,0.0,1089675000.0,258027000.0,143735000.0,143735000.0,-141184000.0,143735000.0,0.0,72370000.0,7.70557,0.0,-101799000.0,143735000.0,1347702000.0,0.0,2000
911576,146876000.0,0.0,0.0,41862000.0,0.0,0.0,674519000.0,241290000.0,175121000.0,175121000.0,23455000.0,175121000.0,0.0,95310000.0,9.30217,0.0,23510000.0,175121000.0,915809000.0,0.0,2001
911576,91419000.0,0.0,0.0,57643000.0,0.0,0.0,1373663000.0,248336000.0,197284000.0,197284000.0,11202000.0,197284000.0,0.0,278070000.0,10.49493,0.0,25131000.0,197284000.0,1621999000.0,0.0,2002
911576,109396000.0,0.0,0.0,32611000.0,0.0,0.0,1548325000.0,282557000.0,150047000.0,150047000.0,-29330000.0,150047000.0,0.0,100220000.0,4.15983,0.0,-12160000.0,150047000.0,1830882000.0,0.0,2003
911576,85795000.0,0.0,0.0,-1788000.0,0.0,0.0,1784552000.0,258306000.0,100990000.0,100990000.0,-32458000.0,100990000.0,0.0,141210000.0,2.83059,0.0,-19467000.0,100990000.0,2042858000.0,0.0,2004
911583,117028000.0,925000.0,-6406000.0,31143000.0,104568000.0,170381000.0,192170000.0,91757000.0,49104000.0,49104000.0,16651000.0,49104000.0,12460000.0,189110000.0,5.29633,293251000.0,41813000.0,49104000.0,283927000.0,42243000.0,2000
911583,140080000.0,104000.0,-8883000.0,48488000.0,135416000.0,171954000.0,211439000.0,98202000.0,61897000.0,61897000.0,17345000.0,61897000.0,4664000.0,160220000.0,6.94222,304636000.0,41140000.0,61897000.0,309641000.0,44959000.0,2001
911583,223410000.0,2161000.0,-20242000.0,65392000.0,218421000.0,265453000.0,308609000.0,113207000.0,78728000.0,78728000.0,16904000.0,78728000.0,4989000.0,148510000.0,8.814639999999997,331698000.0,41689000.0,78728000.0,421816000.0,56575000.0,2002
911583,211203000.0,-3440000.0,-3520000.0,76711000.0,205658000.0,258977000.0,293669000.0,120371000.0,75226000.0,75226000.0,11319000.0,75226000.0,5545000.0,152070000.0,8.50352,352612000.0,31860000.0,75226000.0,414040000.0,49223000.0,2003
911583,200636000.0,1845000.0,1877000.0,87022000.0,181537000.0,267346000.0,292523000.0,131208000.0,85082000.0,85082000.0,14909000.0,85082000.0,19099000.0,220840000.0,9.55308,332297000.0,31399000.0,85082000.0,423731000.0,53302000.0,2004
911583,196602000.0,1086000.0,7373000.0,96720000.0,154319000.0,288270000.0,293030000.0,152635000.0,104869000.0,104869000.0,9698000.0,104869000.0,42283000.0,225350000.0,11.65297,337220000.0,22824000.0,104869000.0,445665000.0,61304000.0,2005
911583,222792000.0,1419000.0,2003000.0,112587000.0,195420000.0,308761000.0,331992000.0,145553000.0,100877000.0,100877000.0,15867000.0,100877000.0,27372000.0,206780000.0,12.56525,375034000.0,34241000.0,100877000.0,477545000.0,72893000.0,2006
911583,204692000.0,-503000.0,5488000.0,126379000.0,169740000.0,295731000.0,306825000.0,148830000.0,105147000.0,105147000.0,13792000.0,105147000.0,34952000.0,260010000.0,12.96029,387143000.0,34299000.0,105147000.0,455655000.0,71881000.0,2007
911583,178411000.0,2261000.0,7730000.0,125711000.0,148002000.0,282678000.0,289174000.0,158001000.0,112587000.0,112587000.0,-668000.0,112587000.0,30409000.0,236470000.0,13.44162,384620000.0,8704000.0,112587000.0,447175000.0,66048000.0,2008
911583,176266000.0,-4712000.0,4876000.0,112917000.0,138962000.0,285729000.0,293899000.0,163779000.0,116591000.0,116591000.0,15410000.0,116591000.0,37304000.0,149520000.0,13.59237,406314000.0,35202000.0,116591000.0,457678000.0,66986000.0,2009
911583,186750000.0,4257000.0,-19584000.0,121079000.0,142370000.0,297267000.0,296237000.0,157081000.0,114661000.0,114661000.0,8186000.0,114661000.0,44380000.0,163810000.0,13.43695,387413000.0,21829000.0,114661000.0,453318000.0,62554000.0,2010
911583,158240000.0,-7235000.0,6310000.0,126415000.0,92367000.0,293906000.0,253294000.0,196496000.0,158299000.0,158299000.0,5336000.0,158299000.0,65873000.0,242540000.0,15.37515,306436000.0,16705000.0,158299000.0,449790000.0,46696000.0,2011
911583,154510000.0,2575000.0,9867000.0,134209000.0,34699000.0,328628000.0,256470000.0,228624000.0,189762000.0,189762000.0,7900000.0,189762000.0,119811000.0,321400000.0,15.740429999999998,318121000.0,22917000.0,189762000.0,485094000.0,53784000.0,2012
911583,68017000.0,-1400000.0,9315000.0,135522000.0,18129000.0,248621000.0,176781000.0,232593000.0,197813000.0,197813000.0,1630000.0,197813000.0,49888000.0,273610000.0,15.401979999999998,346256000.0,13508000.0,197813000.0,409374000.0,49975000.0,2013
911583,68007000.0,2159000.0,2644000.0,148934000.0,-5399000.0,256332000.0,183822000.0,241845000.0,204983000.0,204983000.0,13510000.0,204983000.0,73406000.0,520400000.0,15.84524,353717000.0,28600000.0,204983000.0,425667000.0,53618000.0,2014
911583,68007000.0,2159000.0,2644000.0,148934000.0,-5399000.0,256332000.0,183822000.0,241845000.0,204983000.0,204983000.0,13510000.0,204983000.0,73406000.0,520400000.0,15.84524,353717000.0,28600000.0,204983000.0,425667000.0,53618000.0,2015
911650,443000.0,7178000.0,-6035000.0,-66119000.0,351000.0,74522000.0,54316000.0,25164000.0,24311000.0,24311000.0,-27670000.0,24311000.0,92000.0,146960000.0,16.662779999999998,210386000.0,-25572000.0,24311000.0,79480000.0,54202000.0,2000
911650,0.0,10647000.0,6802000.0,-58051000.0,-7729000.0,95234000.0,68288000.0,41423000.0,33022000.0,33022000.0,-7785000.0,33022000.0,15739000.0,28060000.0,22.4502,285165000.0,-4554000.0,33022000.0,109711000.0,68288000.0,2001
911650,0.0,1289000.0,-208000.0,-69766000.0,-19118000.0,89830000.0,69568000.0,24350000.0,24350000.0,24350000.0,-10925000.0,24350000.0,19118000.0,23560000.0,16.2128,314199000.0,-2364000.0,24350000.0,93918000.0,69568000.0,2002
911650,0.0,-12833000.0,7313000.0,-67054000.0,-18966000.0,77111000.0,56735000.0,24350000.0,24350000.0,24350000.0,2712000.0,24350000.0,18966000.0,43450000.0,18.02355,303817000.0,521000.0,24350000.0,81085000.0,56735000.0,2003
911650,1073000.0,15165000.0,-5495000.0,-62733000.0,-9412000.0,92945000.0,72458000.0,28671000.0,25562000.0,25562000.0,3913000.0,25562000.0,10485000.0,131730000.0,18.92066,356816000.0,3597000.0,25562000.0,101129000.0,72190000.0,2004
911650,651000.0,13115000.0,-4252000.0,-56363000.0,-13844000.0,129984000.0,101501000.0,53078000.0,36579000.0,36579000.0,6814000.0,36579000.0,14495000.0,472480000.0,22.66891,470877000.0,6157000.0,36579000.0,154579000.0,99355000.0,2005
911650,487000.0,4441000.0,-10702000.0,-46197000.0,-15084000.0,167963000.0,118608000.0,77284000.0,62254000.0,62254000.0,10166000.0,62254000.0,15571000.0,165320000.0,35.70613,596615000.0,9711000.0,62254000.0,195892000.0,111796000.0,2006
911650,80352000.0,-2880000.0,-2854000.0,-49409000.0,66056000.0,170284000.0,204074000.0,105540000.0,-9872000.0,-9872000.0,-3175000.0,-9872000.0,14296000.0,142750000.0,-5.28073,615557000.0,6767000.0,-9872000.0,309614000.0,121920000.0,2007
911650,54076000.0,2302000.0,3900000.0,-45350000.0,53110000.0,151144000.0,174774000.0,113451000.0,1948000.0,1948000.0,4059000.0,1948000.0,966000.0,75320000.0,0.8648600000000001,644790000.0,16362000.0,1948000.0,288225000.0,152679000.0,2008
911801,0.0,204000.0,0.0,-145029000.0,-35384000.0,39399000.0,6513000.0,80686000.0,80686000.0,80686000.0,-44188000.0,80686000.0,35384000.0,0.0,9.67834,0.0,-47631000.0,80686000.0,87198000.0,6513000.0,2001
911801,0.0,-1119000.0,0.0,-193941000.0,-7792000.0,8285000.0,6177000.0,42296000.0,42296000.0,42296000.0,-48912000.0,42296000.0,7792000.0,0.0,4.8570400000000005,0.0,-50176000.0,42296000.0,48473000.0,6177000.0,2002
911801,0.0,-266000.0,0.0,-256243000.0,-828000.0,1408000.0,8350000.0,11535000.0,11535000.0,11535000.0,-62302000.0,11535000.0,828000.0,0.0,1.16989,0.0,-62656000.0,11535000.0,19885000.0,8350000.0,2003
911801,9513000.0,579000.0,0.0,-295834000.0,9402000.0,13182000.0,21497000.0,-3473000.0,-3473000.0,-3473000.0,-39591000.0,-3473000.0,111000.0,0.0,-0.28812,0.0,-39138000.0,-3473000.0,18024000.0,21497000.0,2004
911801,5294000.0,1215000.0,0.0,-314351000.0,3392000.0,2226000.0,14556000.0,-12269000.0,-12269000.0,-12269000.0,-18517000.0,-12269000.0,1902000.0,0.0,-0.86836,0.0,-16957000.0,-12269000.0,2287000.0,11987000.0,2005
912061,203000.0,-1268000.0,2312000.0,-70989000.0,-5922000.0,11907000.0,15134000.0,9562000.0,5074000.0,5074000.0,-25287000.0,5074000.0,6282000.0,3100000.0,0.49131,76501000.0,-25224000.0,5074000.0,24696000.0,15101000.0,2009
912061,0.0,731000.0,1138000.0,-81195000.0,-1435000.0,4227000.0,8770000.0,90000.0,-2798000.0,-2798000.0,-6385000.0,-2798000.0,1552000.0,1540000.0,-0.25884,30742000.0,-3103000.0,-2798000.0,8860000.0,8777000.0,2010
912061,0.0,731000.0,1138000.0,-81195000.0,-1435000.0,4227000.0,8770000.0,90000.0,-2798000.0,-2798000.0,-6385000.0,-2798000.0,1552000.0,1320000.0,-0.25884,30742000.0,-3103000.0,-2798000.0,8860000.0,8777000.0,2011
912061,0.0,640000.0,270000.0,-83643000.0,-617000.0,2565000.0,8091000.0,-2728000.0,-4816000.0,-4816000.0,-2469000.0,-4816000.0,648000.0,7060000.0,-0.44901,23576000.0,-3079000.0,-4816000.0,5363000.0,8184000.0,2012
912061,0.0,-908000.0,-345000.0,-81338000.0,-1493000.0,3830000.0,6932000.0,-809000.0,-2697000.0,-2697000.0,2425000.0,-2697000.0,1617000.0,11440000.0,-0.23812,31162000.0,1783000.0,-2697000.0,6123000.0,6932000.0,2013
912093,14000000.0,0.0,190300000.0,-57224400000.0,-1798200000.0,3036300000.0,1538900000.0,10706500000.0,3660900000.0,3660900000.0,-56121900000.0,3660900000.0,1812200000.0,11524390000.0,22.21679,3232800000.0,-56869500000.0,3660900000.0,12245400000.0,848500000.0,2002
912093,6800000.0,0.0,194300000.0,-65962700000.0,-1443600000.0,1857300000.0,533100000.0,2471400000.0,1961700000.0,1961700000.0,-8738300000.0,1961700000.0,1450400000.0,3494160000.0,11.45115,1098200000.0,-8509800000.0,1961700000.0,3004500000.0,482500000.0,2003
912093,0.0,0.0,21100000.0,-66896500000.0,-1234100000.0,1514600000.0,466700000.0,1671100000.0,1416700000.0,1416700000.0,-933800000.0,1416700000.0,1234100000.0,5223120000.0,7.918260000000001,675900000.0,-946100000.0,1416700000.0,2137800000.0,422800000.0,2004
912093,464700000.0,10200000.0,-34200000.0,-67012000000.0,-1084000000.0,1851700000.0,821100000.0,1571100000.0,1284900000.0,1284900000.0,-115500000.0,1284900000.0,1548700000.0,4519740000.0,6.840889999999999,635900000.0,-180800000.0,1284900000.0,2392200000.0,312200000.0,2005
912093,475400000.0,-700000.0,8800000.0,-67273300000.0,-824600000.0,1591700000.0,760200000.0,1329700000.0,1044600000.0,1044600000.0,-261300000.0,1044600000.0,1300000000.0,3899690000.0,5.77011,712200000.0,-249800000.0,1044600000.0,2089900000.0,240800000.0,2006
912093,900000000.0,16400000.0,-13800000.0,-67424500000.0,-322200000.0,1805000000.0,1481500000.0,1583600000.0,564900000.0,564900000.0,-151200000.0,564900000.0,1222200000.0,3515580000.0,2.68063,1204300000.0,-248000000.0,564900000.0,3065100000.0,422400000.0,2007
912093,808000000.0,-19600000.0,7800000.0,-67450800000.0,-324800000.0,1660700000.0,1289800000.0,1735500000.0,614000000.0,614000000.0,-26300000.0,614000000.0,1132800000.0,2918950000.0,2.8020400000000003,1396800000.0,-107800000.0,614000000.0,3025300000.0,347900000.0,2008
912093,508000000.0,9600000.0,30400000.0,-67585700000.0,-365600000.0,1429100000.0,1088700000.0,1817400000.0,605100000.0,605100000.0,-40300000.0,605100000.0,873600000.0,784360000.0,2.72595,1512000000.0,-123100000.0,605100000.0,2906100000.0,445400000.0,2009
912093,257300000.0,-12600000.0,15400000.0,-68618800000.0,-427900000.0,1107800000.0,733600000.0,934500000.0,603600000.0,603600000.0,-909500000.0,603600000.0,685200000.0,1799600000.0,2.78194,1283300000.0,-901300000.0,603600000.0,1668100000.0,309900000.0,2010
912093,267100000.0,20800000.0,22200000.0,-68680600000.0,-300500000.0,1074600000.0,794900000.0,908700000.0,485300000.0,485300000.0,-61800000.0,485300000.0,567600000.0,3328700000.0,2.19466,1363900000.0,-55600000.0,485300000.0,1703600000.0,350900000.0,2011
912093,285800000.0,9700000.0,-38600000.0,-68609000000.0,-407000000.0,1304100000.0,885300000.0,1065400000.0,722600000.0,722600000.0,71600000.0,722600000.0,692800000.0,2350290000.0,3.1693,1781900000.0,72500000.0,722600000.0,1950700000.0,418600000.0,2012
912093,328200000.0,-29200000.0,-7700000.0,-68664600000.0,-393400000.0,1310200000.0,830700000.0,1038800000.0,791300000.0,791300000.0,-55600000.0,791300000.0,721600000.0,3158340000.0,3.4107800000000004,1662400000.0,9800000.0,791300000.0,1869500000.0,654100000.0,2013
912093,34400000.0,-16100000.0,27200000.0,-68607600000.0,-451800000.0,1030300000.0,553900000.0,1161300000.0,896500000.0,896500000.0,57000000.0,896500000.0,486200000.0,3023390000.0,3.7827,1676900000.0,-24900000.0,896500000.0,1715200000.0,347700000.0,2014
912093,569000000.0,25900000.0,-3200000.0,-68780600000.0,-280400000.0,1409500000.0,1164200000.0,1187700000.0,742900000.0,742900000.0,-17800000.0,742900000.0,849400000.0,3181030000.0,3.23,926900000.0,-55600000.0,742900000.0,2351900000.0,408400000.0,2015
912093,561600000.0,-10100000.0,-6000000.0,-68873500000.0,-237800000.0,1380100000.0,1116400000.0,1101400000.0,755300000.0,755300000.0,-88100000.0,755300000.0,799400000.0,1445300000.0,3.21404,873900000.0,-73600000.0,755300000.0,2217800000.0,375500000.0,2016
912093,612900000.0,-2100000.0,-2600000.0,-69380700000.0,-354700000.0,1211700000.0,988800000.0,689300000.0,477300000.0,477300000.0,-99200000.0,477300000.0,967600000.0,1882430000.0,2.05733,906300000.0,-84300000.0,477300000.0,1678100000.0,226400000.0,2017
